"Season","Date","Team","Opp","Venue","HA","Player","Status","Pos","Min","FIC","Off","Def","Reb","Ast","PF","STL","TO","BLK","PTS","FGM","FGA","3PM","3PA","FTM","FTA","Gameid","result","mov","doubles","fantasy"
"2018",2017-12-23,"Illawarra Hawks","Perth Wildcats","WIN Entertainment Centre","Home","Indiana Faithfull","Bench","SG",6.8666666667,3.4,0,0,0,1,0,0,0,0,5,2,3,0,1,1,1,"271732",1,12,0,10
"2018",2017-12-23,"Illawarra Hawks","Perth Wildcats","WIN Entertainment Centre","Home","Nic Pozoglou","Bench","PG",3.3833333333,-0.8,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,"271732",1,12,0,4
"2018",2017-12-23,"Illawarra Hawks","Perth Wildcats","WIN Entertainment Centre","Home","Team","","",NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"271732",1,12,NA,NA
"2018",2017-12-23,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Perry Ellis","Starter","PF",33,10.5,5,4,9,0,1,1,0,0,14,5,14,0,3,4,4,"271731",1,6,1,39
"2018",2017-12-23,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Jerome Randle","Starter","PG",32.55,14.9,0,2,2,7,1,0,4,0,27,11,20,2,3,3,3,"271731",1,6,1,44
"2018",2017-12-23,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Brad Newley","Starter","SG",32.55,14.4,1,10,11,3,1,0,1,1,12,5,10,0,1,2,3,"271731",1,6,2,55
"2018",2017-12-23,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Todd Blanchfield","Starter","SF",31.6166666667,13.4,0,3,3,0,1,1,0,0,20,7,12,5,8,1,1,"271731",1,6,1,35
"2018",2017-12-23,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Isaac Humphries","Starter","C",17.6666666667,2,0,0,0,2,4,3,0,0,2,0,3,0,0,2,2,"271731",1,6,0,21
"2018",2017-12-23,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Jason Cadee","Bench","PG",25.9,15.4,0,2,2,5,0,1,0,0,18,6,11,2,5,4,5,"271731",1,6,1,42
"2018",2017-12-23,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Dane Pineau","Bench","PF",15.2333333333,9,1,2,3,2,2,1,0,2,4,1,1,0,0,2,2,"271731",1,6,0,31
"2018",2017-12-23,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Tom Garlepp","Bench","PF",5.9166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"271731",1,6,0,2
"2018",2017-12-23,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Amritpal Singh","Bench","C",5.4666666667,1,0,0,0,0,3,1,1,0,4,2,2,0,0,0,0,"271731",1,6,0,8
"2018",2017-12-23,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Team","","",NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"271731",1,6,NA,NA
"2018",2017-12-23,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Perrin Buford","Starter","SF",33.5833333333,18.6,1,9,10,5,1,1,2,1,18,7,13,1,2,3,5,"271731",0,-6,2,64
"2018",2017-12-23,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Travis Trice","Starter","PG",29.9333333333,14.2,0,1,1,4,0,2,1,0,19,8,14,3,5,0,0,"271731",0,-6,1,39
"2018",2017-12-23,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Adam Gibson","Starter","SG",25.0166666667,8.8,0,2,2,4,2,1,1,0,8,3,4,0,1,2,2,"271731",0,-6,0,26
"2018",2017-12-23,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Daniel Kickert","Starter","PF",24.65,3,1,4,5,1,4,0,3,0,12,4,11,2,4,2,2,"271731",0,-6,1,19
"2018",2017-12-23,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Tom Jervis","Starter","C",19.5833333333,5.4,4,2,6,2,4,0,2,0,12,4,11,0,0,4,5,"271731",0,-6,1,26
"2018",2017-12-23,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Reuben Te Rangi","Bench","SF",23.15,2,0,2,2,1,1,2,1,0,2,1,4,0,3,0,0,"271731",0,-6,0,14
"2018",2017-12-23,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Stephen Holt","Bench","SG",22.7166666667,8.5,1,0,1,1,1,0,0,0,13,4,7,3,5,2,2,"271731",0,-6,1,21
"2018",2017-12-23,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Mitchell Young","Bench","PF",12.55,6.9,1,4,5,0,2,0,0,0,8,3,4,0,0,2,3,"271731",0,-6,0,18
"2018",2017-12-23,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Shaun Bruce","Bench","SG",8.75,2.5,0,1,1,1,1,0,1,0,3,1,1,1,1,0,0,"271731",0,-6,0,7
"2018",2017-12-23,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Team","","",NA,NA,2,3,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"271731",0,-6,NA,NA
"2018",2017-12-22,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Casper Ware","Starter","PG",32.65,12,1,1,2,5,2,0,2,0,24,6,16,3,8,9,10,"271730",1,8,1,39
"2018",2017-12-22,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Chris Goulding","Starter","SG",28.55,7,0,1,1,1,5,0,3,0,22,7,13,5,8,3,4,"271730",1,8,1,24
"2018",2017-12-22,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Josh Boone","Starter","C",26.5166666667,9.4,4,8,12,1,2,0,1,2,4,2,6,0,0,0,3,"271730",1,8,1,38
"2018",2017-12-22,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Tai Wesley","Starter","SF",26,10.4,2,5,7,4,4,0,1,2,14,6,16,1,4,1,1,"271730",1,8,1,46
"2018",2017-12-22,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","David Barlow","Starter","PF",17.35,1,1,1,2,0,2,0,3,0,7,2,4,2,4,1,2,"271730",1,8,0,8
"2018",2017-12-22,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Peter Hooley","Bench","SG",19.9,11.6,0,3,3,4,0,0,0,0,11,3,6,2,4,3,3,"271730",1,8,1,32
"2018",2017-12-22,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Craig Moller","Bench","PF",13.6333333333,5.1,1,4,5,1,1,1,2,0,8,3,8,2,5,0,1,"271730",1,8,0,23
"2018",2017-12-22,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","David Andersen","Bench","C",13.4666666667,0.9,0,0,0,1,3,0,1,0,5,2,3,0,0,1,1,"271730",1,8,0,8
"2018",2017-12-22,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Tohi Smith-Milner","Bench","PF",10.4833333333,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,"271730",1,8,0,10
"2018",2017-12-22,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Kyle Adnam","Bench","PG",8.8833333333,2,1,1,2,2,1,0,1,0,2,1,3,0,1,0,0,"271730",1,8,0,12
"2018",2017-12-22,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Felix Von Hofe","Bench","SF",2.5,2,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,"271730",1,8,0,6
"2018",2017-12-22,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Team","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"271730",1,8,NA,NA
"2018",2017-12-22,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Daniel Johnson","Starter","PF",35.2833333333,19.2,4,6,10,3,2,1,0,2,20,7,15,0,1,6,8,"271730",0,-8,2,69
"2018",2017-12-22,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Shannon Shorter","Starter","SG",33.5833333333,12,2,9,11,5,5,4,4,1,11,5,15,1,4,0,0,"271730",0,-8,2,68
"2018",2017-12-22,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Nathan Sobey","Starter","PG",32.45,6.8,1,2,3,0,4,1,1,0,19,8,16,1,5,2,2,"271730",0,-8,1,25
"2018",2017-12-22,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Josh Childress","Starter","SF",31,10.1,2,6,8,0,4,2,3,1,18,7,14,0,3,4,5,"271730",0,-8,1,38
"2018",2017-12-22,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Matt Hodgson","Starter","C",9.25,-0.2,0,1,1,2,3,0,2,1,1,0,1,0,0,1,2,"271730",0,-8,0,8
"2018",2017-12-22,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Brendan Teys","Bench","PG",21.4666666667,0.5,1,1,2,0,2,0,1,0,3,1,3,1,2,0,0,"271730",0,-8,0,6
"2018",2017-12-22,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Majok Deng","Bench","C",18.0333333333,8.4,1,1,2,1,1,0,0,0,14,4,8,1,2,5,5,"271730",0,-8,1,21
"2018",2017-12-22,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Ramone Moore","Bench","SG",15.7833333333,-0.6,0,0,0,0,0,1,1,0,5,2,7,0,1,1,1,"271730",0,-8,0,5
"2018",2017-12-22,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Nelson Larkins","Bench","PG",1.8833333333,0.2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"271730",0,-8,0,2
"2018",2017-12-22,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Sam Johns","Bench","PG",1.1833333333,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"271730",0,-8,0,4
"2018",2017-12-22,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Team","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"271730",0,-8,NA,NA
"2018",2017-12-21,"Sydney Kings","New Zealand Breakers","Qudos Bank Arena","Home","Jerome Randle","Starter","PG",33.9,5.9,0,0,0,3,5,1,4,0,20,8,14,1,2,3,3,"271729",0,-3,1,23
"2018",2017-12-21,"Sydney Kings","New Zealand Breakers","Qudos Bank Arena","Home","Brad Newley","Starter","SF",32.4833333333,15,0,6,6,6,5,0,2,0,15,5,7,3,4,2,2,"271729",0,-3,1,43
"2018",2017-12-21,"Sydney Kings","New Zealand Breakers","Qudos Bank Arena","Home","Jeremy Tyler","Starter","C",30.3166666667,21.1,2,8,10,1,1,1,1,2,23,10,15,0,0,3,3,"271729",0,-3,2,66
"2018",2017-12-21,"Sydney Kings","New Zealand Breakers","Qudos Bank Arena","Home","Perry Ellis","Starter","PF",30.25,4.5,2,1,3,0,1,0,1,0,10,5,9,0,2,0,0,"271729",0,-3,1,14
"2018",2017-12-21,"Sydney Kings","New Zealand Breakers","Qudos Bank Arena","Home","Todd Blanchfield","Starter","SG",27.3,8,0,4,4,4,3,1,0,1,8,3,10,2,5,0,0,"271729",0,-3,0,35
"2018",2017-12-21,"Sydney Kings","New Zealand Breakers","Qudos Bank Arena","Home","Jason Cadee","Bench","PG",28.15,7.5,1,1,2,3,0,0,0,0,11,2,8,2,4,5,6,"271729",0,-3,1,23
"2018",2017-12-21,"Sydney Kings","New Zealand Breakers","Qudos Bank Arena","Home","Isaac Humphries","Bench","C",11.25,4.8,1,2,3,1,2,0,0,0,6,3,5,0,0,0,0,"271729",0,-3,0,15
"2018",2017-12-21,"Sydney Kings","New Zealand Breakers","Qudos Bank Arena","Home","Dane Pineau","Bench","PF",5.7166666667,3.5,1,1,2,0,1,0,0,1,2,1,1,0,0,0,0,"271729",0,-3,0,11
"2018",2017-12-21,"Sydney Kings","New Zealand Breakers","Qudos Bank Arena","Home","Tom Garlepp","Bench","PF",0.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"271729",0,-3,0,0
"2018",2017-12-21,"Sydney Kings","New Zealand Breakers","Qudos Bank Arena","Home","Adam Thoseby","Bench","SF",0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"271729",0,-3,0,0
"2018",2017-12-21,"Sydney Kings","New Zealand Breakers","Qudos Bank Arena","Home","Team","","",NA,NA,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"271729",0,-3,NA,NA
"2018",2017-12-21,"New Zealand Breakers","Sydney Kings","Qudos Bank Arena","Away","D.J. Newbill","Starter","SG",29.4333333333,7.6,0,6,6,4,3,0,4,0,11,3,7,2,3,3,3,"271729",1,3,1,29
"2018",2017-12-21,"New Zealand Breakers","Sydney Kings","Qudos Bank Arena","Away","Edgar Sosa","Starter","PG",28.25,12.2,0,3,3,1,2,2,1,0,21,5,12,3,6,8,8,"271729",1,3,1,38
"2018",2017-12-21,"New Zealand Breakers","Sydney Kings","Qudos Bank Arena","Away","Mika Vukona","Starter","PF",24.0833333333,7.8,5,2,7,2,3,0,1,0,10,5,11,0,0,0,0,"271729",1,3,1,32
"2018",2017-12-21,"New Zealand Breakers","Sydney Kings","Qudos Bank Arena","Away","Thomas Abercrombie","Starter","SF",22.05,2.2,1,1,2,1,0,0,0,1,3,1,6,1,4,0,0,"271729",1,3,0,16
"2018",2017-12-21,"New Zealand Breakers","Sydney Kings","Qudos Bank Arena","Away","Alex Pledger","Starter","C",15.8833333333,3.8,0,3,3,0,0,0,1,1,3,1,1,0,0,1,2,"271729",1,3,0,12
"2018",2017-12-21,"New Zealand Breakers","Sydney Kings","Qudos Bank Arena","Away","Robert Loe","Bench","C",24.1,12,2,1,3,1,4,0,0,0,23,9,16,4,8,1,2,"271729",1,3,1,36
"2018",2017-12-21,"New Zealand Breakers","Sydney Kings","Qudos Bank Arena","Away","Shea Ili","Bench","PG",21.8666666667,8.8,0,2,2,6,3,1,0,0,7,3,6,0,2,1,2,"271729",1,3,0,33
"2018",2017-12-21,"New Zealand Breakers","Sydney Kings","Qudos Bank Arena","Away","Kirk Penney","Bench","SG",18.5,9.5,1,1,2,2,1,0,0,0,13,4,7,2,3,3,4,"271729",1,3,1,26
"2018",2017-12-21,"New Zealand Breakers","Sydney Kings","Qudos Bank Arena","Away","Finn Delany","Bench","SF",15.7666666667,7.2,1,3,4,1,1,1,0,0,7,3,6,1,4,0,0,"271729",1,3,0,25
"2018",2017-12-21,"New Zealand Breakers","Sydney Kings","Qudos Bank Arena","Away","Team","","",NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"271729",1,3,NA,NA
"2018",2017-12-17,"Sydney Kings","Cairns Taipans","Qudos Bank Arena","Home","Jerome Randle","Starter","PG",36.8833333333,8.8,0,0,0,6,3,2,2,0,17,7,14,0,1,3,6,"271728",1,19,1,35
"2018",2017-12-17,"Sydney Kings","Cairns Taipans","Qudos Bank Arena","Home","Todd Blanchfield","Starter","SG",31.5333333333,6.1,0,1,1,1,1,2,1,0,8,2,4,1,2,3,3,"271728",1,19,0,21
"2018",2017-12-17,"Sydney Kings","Cairns Taipans","Qudos Bank Arena","Home","Brad Newley","Starter","SF",29.9333333333,16,1,5,6,4,2,2,0,0,10,4,5,2,3,0,0,"271728",1,19,1,47
"2018",2017-12-17,"Sydney Kings","Cairns Taipans","Qudos Bank Arena","Home","Perry Ellis","Starter","PF",27.2666666667,4.8,1,5,6,1,1,1,2,1,4,1,5,0,3,2,2,"271728",1,19,0,24
"2018",2017-12-17,"Sydney Kings","Cairns Taipans","Qudos Bank Arena","Home","Jeremy Tyler","Starter","C",18.3,13.8,3,2,5,1,1,2,1,1,15,4,7,0,0,7,8,"271728",1,19,1,41
"2018",2017-12-17,"Sydney Kings","Cairns Taipans","Qudos Bank Arena","Home","Jason Cadee","Bench","PG",20.65,5.2,1,2,3,0,4,0,2,0,15,6,11,3,5,0,0,"271728",1,19,1,21
"2018",2017-12-17,"Sydney Kings","Cairns Taipans","Qudos Bank Arena","Home","Isaac Humphries","Bench","C",18.1666666667,9.1,0,5,5,1,0,0,2,1,14,6,10,0,0,2,3,"271728",1,19,1,26
"2018",2017-12-17,"Sydney Kings","Cairns Taipans","Qudos Bank Arena","Home","Dane Pineau","Bench","PF",14.3666666667,5.8,1,2,3,0,1,0,0,1,5,2,3,1,2,0,0,"271728",1,19,0,19
